fan_id,acquisition_date,market,segment,acquisition_channel,age_group,gender,country_of_origin,email_opt_in,app_downloaded,ticket_purchase_intent,merch_purchase_intent,season_ticket_conversion,predicted_ltv_usd,engagement_score,churn_risk
FAN019504,2026-07-02,Los Angeles,Lapsed Fan,Digital Ad,18-24,Female,USA,True,True,1,0,1,201.75,65.1,Medium
FAN019505,2026-07-01,Los Angeles,Casual Viewer,Partner Referral,18-24,Female,USA,True,True,0,0,0,126.45,61.8,Medium
FAN019506,2026-06-11,Other,Converted Fan,Email Campaign,18-24,Female,Germany,True,True,1,0,1,331.19,28.1,Low
FAN019507,2026-08-11,Atlanta,New to Soccer,Email Campaign,25-34,Male,Mexico,True,True,0,0,0,68.38,99.4,Medium
FAN019508,2026-09-02,Chicago,Converted Fan,Digital Ad,45-54,Male,Mexico,False,False,0,1,1,295.24,36.6,Medium
FAN019509,2026-10-14,Denver,Converted Fan,Partner Referral,18-24,Female,Argentina,False,True,1,1,1,295.78,32.0,Low
FAN019510,2026-07-27,Dallas,Casual Viewer,Social Media,35-44,Male,Other,True,False,0,0,0,137.65,27.5,Medium
FAN019511,2026-07-10,Chicago,Lapsed Fan,Partner Referral,18-24,Female,Brazil,True,False,0,1,0,219.37,9.4,High
FAN019512,2026-06-28,Atlanta,New to Soccer,In-Stadium,25-34,Non-binary/Other,Mexico,True,True,0,0,0,92.36,78.6,Medium
FAN019513,2026-10-31,Dallas,Casual Viewer,Social Media,18-24,Male,USA,True,False,0,1,0,127.12,50.3,High
FAN019514,2026-07-12,Seattle,New to Soccer,Partner Referral,45-54,Male,England,True,True,0,1,0,64.91,52.7,Low
FAN019515,2026-07-22,Chicago,Casual Viewer,Digital Ad,25-34,Male,Mexico,False,False,0,0,0,144.5,58.1,Medium
FAN019516,2026-07-22,Seattle,Converted Fan,Social Media,35-44,Male,USA,False,False,0,1,1,415.66,51.1,High
FAN019517,2026-08-20,Chicago,Converted Fan,Partner Referral,45-54,Male,Colombia,True,False,1,0,1,337.19,58.1,Medium
FAN019518,2026-06-12,San Francisco,Lapsed Fan,Digital Ad,45-54,Male,Mexico,False,False,0,1,0,226.17,25.7,Low
FAN019519,2026-06-26,Chicago,Converted Fan,Partner Referral,25-34,Female,England,False,False,0,0,0,349.22,55.8,Low
FAN019520,2026-07-20,Chicago,Casual Viewer,Social Media,25-34,Male,USA,True,True,0,0,1,127.38,36.2,High
FAN019521,2026-09-05,Seattle,New to Soccer,TV Promotion,18-24,Male,USA,True,False,0,0,1,73.16,46.0,High
FAN019522,2026-07-23,New York,Converted Fan,Organic Search,25-34,Female,Colombia,False,False,0,0,1,245.69,71.4,High
FAN019523,2026-07-03,Other,Casual Viewer,Email Campaign,18-24,Male,Mexico,True,True,0,0,0,116.07,45.9,High
FAN019524,2026-07-01,Houston,Converted Fan,Digital Ad,18-24,Male,USA,True,False,0,1,1,324.5,82.2,Low
FAN019525,2026-07-30,Dallas,Converted Fan,Partner Referral,35-44,Male,Mexico,True,True,1,1,1,416.6,56.1,High
FAN019526,2026-07-30,Chicago,Casual Viewer,Digital Ad,35-44,Male,England,False,True,0,1,1,148.02,53.3,Low
FAN019527,2026-07-14,Dallas,Lapsed Fan,Digital Ad,35-44,Male,Germany,True,False,0,1,1,226.29,56.1,Medium
FAN019528,2026-06-28,San Francisco,Converted Fan,Social Media,18-24,Female,USA,False,True,1,1,0,287.9,65.3,High
FAN019529,2026-09-18,Atlanta,Casual Viewer,Partner Referral,45-54,Male,USA,True,True,0,0,0,140.26,33.0,Low
FAN019530,2026-07-10,Atlanta,Casual Viewer,Digital Ad,35-44,Female,Mexico,True,False,0,0,0,125.58,24.3,High
FAN019531,2026-08-08,Chicago,Converted Fan,Organic Search,35-44,Female,Other,True,True,1,1,1,431.29,58.6,Medium
FAN019532,2026-06-25,Dallas,New to Soccer,Social Media,35-44,Male,Other,True,True,0,0,0,89.4,10.7,Medium
FAN019533,2026-07-01,Boston,Converted Fan,Partner Referral,25-34,Female,USA,False,True,1,0,1,459.84,46.7,High
FAN019534,2026-08-28,Boston,New to Soccer,Digital Ad,25-34,Male,Other,True,True,0,0,0,70.95,49.1,High
FAN019535,2026-06-16,Denver,Lapsed Fan,Social Media,55+,Female,Mexico,False,True,0,0,0,194.39,79.4,Low
FAN019536,2026-07-08,Seattle,Lapsed Fan,Social Media,45-54,Male,USA,False,True,0,1,1,181.08,37.5,Low
FAN019537,2026-07-06,San Francisco,Lapsed Fan,Digital Ad,55+,Male,USA,True,False,0,0,0,252.17,53.6,High
FAN019538,2026-08-01,Boston,Lapsed Fan,Organic Search,55+,Male,Mexico,True,False,0,0,1,149.83,72.6,Medium
FAN019539,2026-06-28,Seattle,Converted Fan,In-Stadium,35-44,Male,Mexico,True,False,0,0,1,288.37,15.7,Medium
FAN019540,2026-06-26,Seattle,Converted Fan,Social Media,25-34,Male,Germany,True,True,0,0,0,371.03,73.1,Low
FAN019541,2026-09-19,Chicago,Casual Viewer,Organic Search,25-34,Male,Brazil,True,False,0,0,0,145.18,73.6,Low
FAN019542,2026-07-11,Boston,Converted Fan,Digital Ad,25-34,Male,USA,True,True,0,0,1,338.64,10.3,Low
FAN019543,2026-06-20,Other,Lapsed Fan,Digital Ad,35-44,Female,USA,True,True,0,1,0,198.07,53.6,Medium
FAN019544,2026-06-24,Los Angeles,Casual Viewer,Partner Referral,25-34,Female,Other,True,False,0,0,0,152.1,50.9,Low
FAN019545,2026-10-31,New York,Casual Viewer,Digital Ad,45-54,Female,Mexico,True,False,0,0,1,139.58,87.1,Low
FAN019546,2026-06-25,New York,Casual Viewer,Partner Referral,35-44,Male,Mexico,False,True,0,1,0,130.76,26.7,High
FAN019547,2026-07-14,Los Angeles,Casual Viewer,Partner Referral,35-44,Male,Colombia,True,True,0,1,0,144.38,83.0,Medium
FAN019548,2026-07-04,Denver,New to Soccer,Organic Search,25-34,Female,USA,True,False,0,0,0,72.08,47.8,Low
FAN019549,2026-09-01,New York,New to Soccer,Digital Ad,25-34,Female,Other,True,True,0,0,0,103.55,50.8,High
FAN019550,2026-08-02,Boston,Casual Viewer,Organic Search,25-34,Female,USA,True,False,0,0,0,115.64,64.2,Low
FAN019551,2026-07-13,Atlanta,New to Soccer,Digital Ad,45-54,Male,Germany,True,True,0,0,0,105.1,53.3,Medium
FAN019552,2026-06-12,Atlanta,Converted Fan,In-Stadium,25-34,Female,USA,True,False,0,1,1,359.63,19.3,Low
FAN019553,2026-08-30,Chicago,Converted Fan,Social Media,45-54,Female,Argentina,True,False,0,0,1,365.0,62.3,Medium
FAN019554,2026-07-05,Houston,Converted Fan,Digital Ad,55+,Female,Other,False,False,0,1,1,446.6,40.6,Low
FAN019555,2026-09-22,Los Angeles,Lapsed Fan,Social Media,25-34,Female,USA,True,False,0,0,0,217.24,73.5,Medium
FAN019556,2026-07-07,New York,Lapsed Fan,In-Stadium,55+,Female,Colombia,True,True,0,0,0,245.09,60.0,Medium
FAN019557,2026-07-24,Los Angeles,Casual Viewer,Email Campaign,25-34,Female,Other,True,False,0,0,0,112.05,84.9,High
FAN019558,2026-06-17,New York,Converted Fan,Digital Ad,18-24,Female,USA,True,False,0,1,0,498.29,60.6,Medium
FAN019559,2026-07-31,Chicago,Converted Fan,Email Campaign,35-44,Male,Brazil,True,True,0,1,1,396.73,35.3,Low
FAN019560,2026-06-30,New York,New to Soccer,Digital Ad,45-54,Male,Brazil,True,True,0,0,0,110.21,63.5,Medium
FAN019561,2026-07-01,Chicago,Casual Viewer,Social Media,45-54,Male,England,True,False,0,0,1,139.79,75.5,High
FAN019562,2026-06-21,Atlanta,Lapsed Fan,Digital Ad,25-34,Male,Other,True,True,0,1,1,184.18,72.7,Medium
FAN019563,2026-06-22,Dallas,Converted Fan,Email Campaign,35-44,Male,Mexico,True,False,0,1,0,466.96,51.7,Low
FAN019564,2026-06-24,Dallas,Lapsed Fan,Organic Search,18-24,Female,USA,True,True,0,1,1,200.86,52.4,Low
FAN019565,2026-06-30,Seattle,Casual Viewer,Digital Ad,55+,Male,Argentina,True,False,1,0,0,139.06,80.7,Medium
FAN019566,2026-09-03,New York,Casual Viewer,Digital Ad,35-44,Female,Mexico,False,True,0,0,1,145.28,68.9,High
FAN019567,2026-07-01,Seattle,New to Soccer,Partner Referral,18-24,Male,USA,True,True,0,0,0,114.06,69.4,High
FAN019568,2026-07-28,Los Angeles,Casual Viewer,Digital Ad,18-24,Male,Colombia,True,True,0,0,0,150.04,68.0,Medium
FAN019569,2026-06-18,Chicago,New to Soccer,In-Stadium,55+,Male,USA,True,False,0,0,0,95.21,63.1,High
FAN019570,2026-07-13,Los Angeles,Converted Fan,In-Stadium,55+,Male,USA,True,False,1,0,0,456.76,69.7,Low
FAN019571,2026-07-06,New York,Lapsed Fan,TV Promotion,18-24,Female,USA,True,False,0,1,1,160.06,23.6,Low
FAN019572,2026-10-19,New York,Casual Viewer,Digital Ad,55+,Male,Other,False,False,0,0,0,144.75,50.0,High
FAN019573,2026-08-20,Other,Lapsed Fan,Partner Referral,35-44,Female,Germany,True,False,0,1,1,184.26,69.4,Medium
FAN019574,2026-07-05,Miami,New to Soccer,Email Campaign,35-44,Male,USA,True,True,0,1,0,72.53,66.9,Low
FAN019575,2026-08-05,Houston,Casual Viewer,Social Media,25-34,Female,Colombia,False,True,0,0,0,158.74,33.9,High
FAN019576,2026-06-24,Boston,New to Soccer,Social Media,55+,Female,Brazil,True,False,0,0,1,68.22,52.3,Low
FAN019577,2026-07-11,Seattle,Converted Fan,Partner Referral,35-44,Male,USA,True,False,0,0,1,343.3,44.2,Medium
FAN019578,2026-06-18,New York,Casual Viewer,Social Media,25-34,Male,USA,False,True,0,1,0,95.38,43.7,Medium
FAN019579,2026-07-01,Boston,New to Soccer,Digital Ad,35-44,Female,Other,True,False,0,0,1,77.37,82.7,High
FAN019580,2026-06-26,Other,Casual Viewer,Email Campaign,25-34,Male,USA,True,False,0,0,0,133.07,63.3,Medium
FAN019581,2026-07-27,Miami,New to Soccer,In-Stadium,25-34,Male,USA,True,True,0,0,0,87.63,29.2,Low
FAN019582,2026-07-07,Dallas,Converted Fan,Digital Ad,45-54,Female,Colombia,True,False,0,0,1,436.05,37.7,Low
FAN019583,2026-08-01,Atlanta,Lapsed Fan,Digital Ad,45-54,Female,England,True,False,0,0,1,307.26,43.9,Low
FAN019584,2026-07-08,Dallas,Lapsed Fan,Digital Ad,35-44,Female,Colombia,True,True,0,0,0,151.51,18.6,High
FAN019585,2026-06-19,Other,Converted Fan,Digital Ad,35-44,Female,Other,True,False,0,0,1,339.63,26.3,Medium
FAN019586,2026-07-29,Los Angeles,New to Soccer,Digital Ad,25-34,Female,USA,True,True,0,0,1,83.81,24.2,Medium
FAN019587,2026-08-17,Atlanta,Converted Fan,In-Stadium,18-24,Female,USA,True,False,0,1,1,346.26,47.4,Low
FAN019588,2026-09-08,Dallas,New to Soccer,Digital Ad,35-44,Male,Other,True,True,0,0,0,115.01,48.7,Medium
FAN019589,2026-07-11,Chicago,Converted Fan,Digital Ad,25-34,Male,Mexico,True,True,0,1,1,380.1,40.2,Medium
FAN019590,2026-08-01,Denver,Casual Viewer,Email Campaign,35-44,Female,USA,False,True,0,0,0,153.79,51.1,Medium
FAN019591,2026-08-01,Other,Converted Fan,Email Campaign,18-24,Male,Colombia,True,False,0,1,0,321.96,71.4,Medium
FAN019592,2026-06-23,New York,New to Soccer,Partner Referral,25-34,Female,USA,False,True,0,0,0,66.59,38.0,Low
FAN019593,2026-06-23,Other,Casual Viewer,In-Stadium,45-54,Female,USA,True,True,0,1,0,166.74,51.1,Medium
FAN019594,2026-06-18,Los Angeles,Lapsed Fan,Digital Ad,35-44,Male,USA,True,False,0,1,0,269.2,41.3,High
FAN019595,2026-06-30,Los Angeles,Converted Fan,Digital Ad,25-34,Female,Other,True,False,0,1,0,371.6,94.6,Medium
FAN019596,2026-07-06,New York,Casual Viewer,Digital Ad,25-34,Female,Other,False,True,0,1,0,159.57,58.1,Medium
FAN019597,2026-10-30,Other,New to Soccer,Partner Referral,55+,Female,USA,True,True,0,0,0,104.93,51.4,Low
FAN019598,2026-07-04,Boston,Converted Fan,Social Media,18-24,Male,Mexico,True,False,0,1,1,428.26,0.0,Low
FAN019599,2026-07-28,New York,Lapsed Fan,Email Campaign,55+,Female,Other,False,False,0,0,1,187.06,20.8,Low
FAN019600,2026-07-24,Dallas,Converted Fan,Social Media,18-24,Male,Brazil,True,False,1,0,1,478.65,67.4,Medium
FAN019601,2026-06-25,New York,Casual Viewer,Digital Ad,18-24,Male,USA,True,False,0,0,0,141.07,55.1,Medium
FAN019602,2026-06-17,Boston,New to Soccer,Digital Ad,18-24,Female,Mexico,False,False,0,0,1,101.72,27.8,High
FAN019603,2026-07-10,Chicago,Casual Viewer,Digital Ad,55+,Female,Other,True,False,0,1,0,139.44,32.0,Low
FAN019604,2026-07-24,New York,Converted Fan,Social Media,35-44,Male,Mexico,True,False,1,0,1,341.85,51.3,Medium
FAN019605,2026-10-30,Seattle,Casual Viewer,Digital Ad,18-24,Male,Argentina,True,False,0,1,1,130.67,89.0,Medium
FAN019606,2026-07-01,Miami,Casual Viewer,Social Media,25-34,Male,Mexico,False,True,0,1,0,197.19,39.5,Low
FAN019607,2026-09-05,Boston,Casual Viewer,Email Campaign,18-24,Male,Brazil,True,False,1,0,1,133.26,32.5,Medium
FAN019608,2026-07-02,Dallas,Lapsed Fan,Partner Referral,45-54,Male,Argentina,True,True,0,0,1,218.89,51.9,High
FAN019609,2026-07-23,Chicago,Casual Viewer,Organic Search,35-44,Male,Colombia,True,True,0,1,0,130.21,74.0,Low
FAN019610,2026-07-13,San Francisco,Converted Fan,Digital Ad,25-34,Female,USA,True,False,0,1,1,409.41,51.0,Medium
FAN019611,2026-06-16,New York,Converted Fan,Social Media,45-54,Female,USA,True,True,1,1,1,409.54,70.0,High
FAN019612,2026-06-18,Los Angeles,New to Soccer,Digital Ad,25-34,Male,Argentina,False,False,0,0,0,92.59,52.2,Low
FAN019613,2026-06-13,Boston,Lapsed Fan,Digital Ad,25-34,Male,USA,True,False,0,0,1,159.99,74.7,High
FAN019614,2026-07-02,Boston,Lapsed Fan,Email Campaign,45-54,Male,Other,False,False,0,0,0,228.52,69.0,High
FAN019615,2026-07-31,Denver,New to Soccer,Partner Referral,45-54,Male,Mexico,True,False,0,0,0,112.22,65.3,High
FAN019616,2026-06-23,Dallas,Converted Fan,In-Stadium,45-54,Non-binary/Other,Mexico,False,False,1,1,0,349.64,69.4,Medium
FAN019617,2026-07-14,Other,New to Soccer,Social Media,18-24,Male,USA,True,True,0,0,1,93.23,42.9,Medium
FAN019618,2026-06-28,Miami,New to Soccer,Digital Ad,35-44,Non-binary/Other,Other,True,False,0,0,0,71.71,41.1,High
FAN019619,2026-08-09,Houston,New to Soccer,Partner Referral,18-24,Male,USA,True,False,0,0,1,75.09,18.1,High
FAN019620,2026-08-09,Los Angeles,Converted Fan,Partner Referral,45-54,Male,USA,True,True,0,1,1,304.88,64.5,Low
FAN019621,2026-08-05,Boston,New to Soccer,Partner Referral,18-24,Male,USA,True,True,0,0,0,91.96,89.6,Medium
FAN019622,2026-07-08,San Francisco,Converted Fan,Digital Ad,45-54,Male,USA,True,False,0,1,1,372.44,55.8,Low
FAN019623,2026-06-28,Houston,Casual Viewer,Social Media,25-34,Male,Mexico,True,False,0,0,0,127.59,18.1,Low
FAN019624,2026-08-12,New York,Casual Viewer,Digital Ad,35-44,Male,England,True,True,0,1,0,115.17,42.3,High
FAN019625,2026-06-24,New York,Lapsed Fan,Organic Search,25-34,Male,Other,True,False,0,0,1,171.53,39.6,Medium
FAN019626,2026-06-28,New York,Casual Viewer,Social Media,35-44,Female,Colombia,True,True,0,0,0,114.44,79.6,Low
FAN019627,2026-06-24,Chicago,Casual Viewer,Digital Ad,18-24,Male,Brazil,True,True,0,1,0,134.33,39.7,Medium
FAN019628,2026-07-21,New York,Converted Fan,Email Campaign,35-44,Male,USA,True,False,0,1,1,343.02,65.2,High
FAN019629,2026-07-23,Atlanta,Casual Viewer,Partner Referral,25-34,Male,USA,False,False,0,0,0,134.95,54.9,High
FAN019630,2026-07-19,Denver,Casual Viewer,Digital Ad,35-44,Female,England,False,True,0,1,0,158.69,54.5,Medium
FAN019631,2026-07-03,Atlanta,Lapsed Fan,Email Campaign,35-44,Female,USA,True,False,1,0,1,215.76,24.2,High
FAN019632,2026-06-20,Miami,Lapsed Fan,Digital Ad,25-34,Male,England,True,True,0,1,1,210.37,55.1,Medium
FAN019633,2026-09-11,Miami,New to Soccer,Email Campaign,35-44,Female,USA,False,True,0,0,1,112.67,62.4,Low
FAN019634,2026-07-07,Denver,Lapsed Fan,Email Campaign,18-24,Male,USA,True,True,0,0,0,193.74,68.9,Medium
FAN019635,2026-07-03,Chicago,Casual Viewer,Email Campaign,18-24,Male,USA,True,False,0,0,0,151.18,72.8,High
FAN019636,2026-07-12,New York,Converted Fan,Organic Search,35-44,Male,England,True,False,0,1,1,393.47,79.0,Low
FAN019637,2026-06-24,Houston,Converted Fan,Social Media,18-24,Male,USA,False,True,1,0,1,455.12,34.9,Low
FAN019638,2026-06-21,Miami,Converted Fan,Social Media,25-34,Female,Mexico,True,True,0,0,1,383.1,82.5,Low
FAN019639,2026-07-03,Miami,New to Soccer,Digital Ad,55+,Female,Colombia,True,True,0,0,0,111.27,55.7,High
FAN019640,2026-06-26,New York,Casual Viewer,Social Media,45-54,Female,Colombia,True,True,0,1,0,103.26,61.7,Medium
FAN019641,2026-06-27,Boston,Lapsed Fan,Partner Referral,18-24,Male,Mexico,True,False,0,1,0,208.26,60.6,High
FAN019642,2026-09-04,San Francisco,Lapsed Fan,Digital Ad,35-44,Female,Other,True,False,0,0,0,191.32,62.8,Medium
FAN019643,2026-07-09,Los Angeles,New to Soccer,Digital Ad,25-34,Male,USA,True,False,1,0,0,110.17,44.0,Medium
FAN019644,2026-07-06,Miami,New to Soccer,Social Media,45-54,Male,USA,True,True,0,0,0,93.33,83.0,High
FAN019645,2026-07-23,Seattle,New to Soccer,TV Promotion,35-44,Female,Other,True,True,0,0,0,80.81,32.6,Low
FAN019646,2026-10-03,New York,New to Soccer,TV Promotion,25-34,Male,USA,False,True,0,0,0,93.72,42.4,Low
FAN019647,2026-06-20,Los Angeles,Casual Viewer,Social Media,35-44,Male,USA,True,False,0,0,0,125.8,19.3,Medium
FAN019648,2026-08-17,Houston,Converted Fan,Email Campaign,25-34,Male,Germany,True,True,0,1,1,312.53,98.3,Low
FAN019649,2026-07-12,Atlanta,Casual Viewer,Social Media,45-54,Male,USA,False,True,0,0,0,152.3,57.1,Low
FAN019650,2026-06-22,Seattle,New to Soccer,Digital Ad,25-34,Female,Argentina,True,False,1,1,0,104.79,74.9,Low
FAN019651,2026-06-29,New York,Converted Fan,Social Media,25-34,Female,USA,True,True,0,0,1,360.44,62.9,High
FAN019652,2026-07-06,Houston,Lapsed Fan,Digital Ad,25-34,Male,Mexico,True,False,0,0,1,205.21,66.2,Low
FAN019653,2026-07-23,Los Angeles,Casual Viewer,Digital Ad,35-44,Male,USA,True,True,0,0,0,146.05,35.6,Medium
FAN019654,2026-06-27,Chicago,Casual Viewer,Digital Ad,55+,Female,Mexico,False,False,0,1,1,165.07,58.1,Low
FAN019655,2026-07-09,Miami,Casual Viewer,Organic Search,25-34,Female,Argentina,True,True,0,0,0,125.47,32.5,High
FAN019656,2026-07-22,Houston,Lapsed Fan,Email Campaign,25-34,Male,Colombia,True,False,0,0,0,202.84,63.5,Medium
FAN019657,2026-07-05,New York,Converted Fan,Partner Referral,25-34,Male,Mexico,True,True,0,1,1,423.51,47.1,High
FAN019658,2026-08-25,New York,Lapsed Fan,Digital Ad,18-24,Male,USA,True,False,0,0,1,184.97,40.6,Low
FAN019659,2026-08-27,New York,Converted Fan,Partner Referral,25-34,Non-binary/Other,Brazil,True,False,0,0,1,392.25,36.8,Medium
FAN019660,2026-07-06,Atlanta,Casual Viewer,Social Media,25-34,Female,Other,True,True,0,0,0,142.65,66.3,High
FAN019661,2026-10-16,New York,Casual Viewer,In-Stadium,35-44,Male,USA,False,True,0,0,1,146.72,34.2,Medium
FAN019662,2026-06-18,Los Angeles,New to Soccer,Social Media,25-34,Male,Other,True,True,0,0,0,96.62,63.6,Medium
FAN019663,2026-06-11,Other,Lapsed Fan,Digital Ad,45-54,Female,England,True,True,0,0,1,196.08,50.0,Low
FAN019664,2026-07-02,New York,Lapsed Fan,TV Promotion,25-34,Female,Other,True,True,0,0,0,233.03,34.4,Low
FAN019665,2026-07-13,New York,Lapsed Fan,Partner Referral,35-44,Female,Argentina,True,True,1,0,0,174.33,70.9,Medium
FAN019666,2026-07-16,Chicago,Converted Fan,TV Promotion,25-34,Female,USA,True,False,1,1,1,418.73,37.8,High
FAN019667,2026-07-06,New York,Casual Viewer,In-Stadium,18-24,Male,USA,False,True,0,0,0,109.54,37.7,Medium
FAN019668,2026-06-21,Miami,New to Soccer,Email Campaign,35-44,Male,USA,True,True,0,0,0,92.47,52.0,Medium
FAN019669,2026-06-23,Los Angeles,New to Soccer,Social Media,18-24,Female,Colombia,True,True,0,1,0,112.16,56.4,Medium
FAN019670,2026-08-22,Los Angeles,Converted Fan,Email Campaign,45-54,Female,Colombia,False,False,0,0,0,458.73,61.3,Low
FAN019671,2026-08-26,Other,Converted Fan,Email Campaign,18-24,Female,Colombia,False,True,0,0,1,435.28,34.9,Low
FAN019672,2026-07-21,Chicago,Casual Viewer,Digital Ad,55+,Male,Colombia,False,False,0,0,1,151.52,36.7,Low
FAN019673,2026-07-20,Dallas,Casual Viewer,Email Campaign,25-34,Female,Mexico,True,True,0,0,0,143.01,37.8,Low
FAN019674,2026-07-13,Atlanta,Lapsed Fan,Partner Referral,18-24,Male,Mexico,False,False,0,0,0,183.53,49.1,Low
FAN019675,2026-06-25,Other,Converted Fan,Digital Ad,25-34,Male,USA,True,False,1,0,1,451.49,77.0,Low
FAN019676,2026-07-04,Chicago,New to Soccer,Partner Referral,18-24,Female,Mexico,True,False,0,0,0,99.64,55.3,High
FAN019677,2026-07-24,Other,Casual Viewer,Digital Ad,18-24,Male,Mexico,True,True,1,0,0,208.45,75.8,Low
FAN019678,2026-07-09,San Francisco,Casual Viewer,Email Campaign,25-34,Male,USA,True,True,0,0,0,148.22,59.2,Medium
FAN019679,2026-06-13,Miami,New to Soccer,Digital Ad,35-44,Female,England,True,True,0,0,0,118.12,43.6,High
FAN019680,2026-10-04,San Francisco,Lapsed Fan,Email Campaign,35-44,Male,Mexico,True,False,1,1,1,240.23,32.5,High
FAN019681,2026-08-20,Chicago,Converted Fan,Digital Ad,18-24,Female,Mexico,False,False,1,0,0,388.51,64.4,Low
FAN019682,2026-06-27,Chicago,Casual Viewer,Digital Ad,35-44,Female,USA,True,True,0,0,0,160.01,49.0,Medium
FAN019683,2026-07-15,Miami,Casual Viewer,Email Campaign,35-44,Male,Mexico,False,False,0,0,0,139.78,22.3,Medium
FAN019684,2026-09-17,Los Angeles,New to Soccer,Digital Ad,25-34,Male,USA,True,False,0,0,0,92.88,32.1,High
FAN019685,2026-06-19,Boston,Converted Fan,Email Campaign,18-24,Male,Other,False,True,1,0,1,411.11,75.9,Low
FAN019686,2026-07-07,Los Angeles,New to Soccer,Email Campaign,25-34,Male,USA,False,False,0,0,0,107.86,58.8,Low
FAN019687,2026-07-05,Seattle,Converted Fan,Social Media,35-44,Male,USA,True,True,1,1,1,344.11,46.5,Low
FAN019688,2026-07-03,New York,New to Soccer,Digital Ad,18-24,Male,USA,True,True,0,0,0,97.79,70.5,Low
FAN019689,2026-08-17,Los Angeles,New to Soccer,Partner Referral,18-24,Female,England,True,False,0,0,0,79.24,52.6,Low
FAN019690,2026-07-02,Boston,Casual Viewer,Social Media,25-34,Male,Mexico,True,True,0,0,1,139.35,57.5,Low
FAN019691,2026-06-17,Los Angeles,Converted Fan,Partner Referral,25-34,Male,Other,True,True,1,1,1,355.15,48.2,High
FAN019692,2026-06-17,Seattle,New to Soccer,Email Campaign,25-34,Male,Mexico,True,False,0,0,0,93.55,36.9,Low
FAN019693,2026-06-15,Boston,Lapsed Fan,Social Media,45-54,Male,Mexico,False,True,0,1,0,182.93,21.8,High
FAN019694,2026-07-03,Los Angeles,New to Soccer,Organic Search,18-24,Male,Germany,True,False,0,0,0,77.72,40.4,Medium
FAN019695,2026-07-27,New York,Lapsed Fan,Email Campaign,35-44,Male,USA,True,False,0,1,1,245.91,4.4,Medium
FAN019696,2026-06-25,New York,Casual Viewer,Digital Ad,25-34,Male,Brazil,True,True,0,0,0,167.22,42.9,Medium
FAN019697,2026-07-18,Boston,New to Soccer,Digital Ad,25-34,Male,USA,False,False,0,0,0,91.07,68.8,Low
FAN019698,2026-07-23,Atlanta,Lapsed Fan,Digital Ad,45-54,Female,USA,True,False,0,0,1,152.05,89.1,Low
FAN019699,2026-06-27,Chicago,Converted Fan,Partner Referral,18-24,Male,Mexico,False,False,0,1,1,345.39,47.5,Medium
FAN019700,2026-07-13,New York,Lapsed Fan,Email Campaign,55+,Male,USA,True,True,0,0,0,216.81,42.3,Low
FAN019701,2026-07-22,New York,Casual Viewer,Digital Ad,18-24,Female,USA,True,True,0,0,0,172.71,53.5,Medium
FAN019702,2026-07-06,Los Angeles,New to Soccer,Social Media,25-34,Male,USA,True,True,0,0,0,79.04,30.6,Low
FAN019703,2026-06-30,Other,Casual Viewer,Email Campaign,18-24,Female,USA,True,False,0,0,0,123.36,67.3,Low
FAN019704,2026-07-15,New York,Lapsed Fan,Social Media,35-44,Male,Other,False,False,0,0,0,175.73,13.6,High
FAN019705,2026-10-19,New York,Converted Fan,Digital Ad,18-24,Female,Brazil,True,False,0,0,0,407.13,70.6,Medium
FAN019706,2026-07-04,Boston,Converted Fan,Digital Ad,25-34,Female,Mexico,False,True,0,1,1,359.45,94.4,Medium
FAN019707,2026-07-02,Dallas,Casual Viewer,TV Promotion,25-34,Male,Mexico,True,True,0,1,0,107.48,41.8,Low
FAN019708,2026-07-05,Miami,Casual Viewer,Digital Ad,18-24,Female,England,True,False,0,1,1,134.9,50.6,High
FAN019709,2026-06-18,Houston,Casual Viewer,Digital Ad,18-24,Female,Other,True,True,1,0,0,135.11,70.0,Low
FAN019710,2026-07-10,San Francisco,Casual Viewer,Social Media,18-24,Female,Argentina,True,False,0,0,0,146.92,1.5,Medium
FAN019711,2026-06-30,San Francisco,Casual Viewer,In-Stadium,45-54,Male,USA,True,False,0,0,1,137.85,44.3,Medium
FAN019712,2026-06-21,Chicago,Converted Fan,Email Campaign,18-24,Male,USA,False,True,0,0,1,321.52,55.3,Low
FAN019713,2026-07-06,Los Angeles,Lapsed Fan,Digital Ad,35-44,Female,USA,False,False,0,0,0,187.81,60.5,Low
FAN019714,2026-06-11,Atlanta,Converted Fan,Social Media,35-44,Non-binary/Other,USA,True,True,0,0,0,343.37,97.2,Low
FAN019715,2026-07-03,New York,Casual Viewer,Email Campaign,35-44,Male,USA,False,False,0,0,0,145.54,70.9,High
FAN019716,2026-06-20,Miami,New to Soccer,Email Campaign,25-34,Female,Mexico,True,False,0,0,0,75.87,47.3,High
FAN019717,2026-06-13,San Francisco,Casual Viewer,Email Campaign,25-34,Female,Argentina,True,True,0,0,1,107.8,70.2,High
FAN019718,2026-08-15,Dallas,Casual Viewer,Email Campaign,25-34,Male,Other,True,True,0,0,1,183.26,39.2,High
FAN019719,2026-09-14,Dallas,Converted Fan,Digital Ad,25-34,Female,Mexico,True,False,0,1,1,395.2,76.9,Low
FAN019720,2026-06-25,Dallas,Converted Fan,Digital Ad,35-44,Male,USA,False,True,0,1,0,385.93,59.6,Medium
