fan_id,segment,campaign_type,emails_sent,email_open_rate,click_through_rate,app_sessions_30d,push_opt_in,days_since_last_touch,journey_stage,revenue_generated_usd
FAN027692,Converted Fan,Merchandise Offer,9,0.47,0.105,11,True,88,Churned,69.87
FAN027693,Casual Viewer,Re-engagement,3,0.51,0.021,41,True,66,Consideration,3.3
FAN027694,Casual Viewer,Ticket Upsell,11,0.27,0.085,8,False,18,Loyalty,187.1
FAN027695,Casual Viewer,Ticket Upsell,4,0.417,0.152,35,False,58,Conversion,34.88
FAN027696,Casual Viewer,Welcome Series,1,0.341,0.095,21,True,88,Awareness,71.94
FAN027697,Casual Viewer,Welcome Series,1,0.322,0.043,19,True,16,Churned,305.85
FAN027698,Converted Fan,Welcome Series,11,0.229,0.112,12,False,52,Consideration,31.42
FAN027699,Converted Fan,Loyalty Reward,3,0.188,0.067,29,False,48,Churned,32.66
FAN027700,New to Soccer,Merchandise Offer,11,0.569,0.059,34,True,39,Awareness,73.1
FAN027701,Converted Fan,Ticket Upsell,8,0.565,0.089,6,False,26,Conversion,11.99
FAN027702,Casual Viewer,Merchandise Offer,10,0.193,0.036,6,True,9,Conversion,121.7
FAN027703,Casual Viewer,Welcome Series,7,0.218,0.015,16,True,88,Churned,39.95
FAN027704,New to Soccer,Loyalty Reward,6,0.437,0.055,9,True,19,Churned,3.67
FAN027705,Casual Viewer,Content Newsletter,6,0.24,0.046,25,False,75,Conversion,4.4
FAN027706,Casual Viewer,Loyalty Reward,3,0.295,0.01,20,True,33,Conversion,8.48
FAN027707,Casual Viewer,Re-engagement,5,0.569,0.071,25,False,43,Awareness,12.27
FAN027708,Casual Viewer,Ticket Upsell,11,0.379,0.02,23,True,61,Conversion,25.79
FAN027709,Casual Viewer,Content Newsletter,5,0.139,0.042,2,True,36,Conversion,12.1
FAN027710,Casual Viewer,Re-engagement,5,0.365,0.047,19,False,62,Consideration,56.49
FAN027711,Casual Viewer,Welcome Series,10,0.174,0.145,20,True,87,Consideration,79.32
FAN027712,Converted Fan,Re-engagement,5,0.22,0.216,24,True,41,Churned,7.37
FAN027713,Converted Fan,Merchandise Offer,7,0.286,0.053,26,True,89,Churned,255.64
FAN027714,Converted Fan,Loyalty Reward,8,0.408,0.01,43,True,6,Awareness,102.31
FAN027715,Converted Fan,Loyalty Reward,8,0.128,0.092,14,False,14,Awareness,161.17
FAN027716,Casual Viewer,Welcome Series,1,0.413,0.044,38,True,86,Consideration,165.89
FAN027717,Casual Viewer,Welcome Series,5,0.457,0.088,17,False,11,Conversion,58.05
FAN027718,Converted Fan,Re-engagement,11,0.38,0.018,41,False,66,Loyalty,32.15
FAN027719,Casual Viewer,Ticket Upsell,10,0.338,0.086,16,False,12,Consideration,47.58
FAN027720,Casual Viewer,Re-engagement,3,0.635,0.059,34,True,82,Awareness,29.86
FAN027721,Converted Fan,Loyalty Reward,5,0.133,0.121,5,True,31,Awareness,14.32
FAN027722,Casual Viewer,Merchandise Offer,5,0.435,0.06,5,True,37,Consideration,15.49
FAN027723,Lapsed Fan,Loyalty Reward,6,0.232,0.075,30,True,45,Awareness,146.31
FAN027724,Converted Fan,Content Newsletter,10,0.497,0.063,13,False,66,Conversion,123.54
FAN027725,Casual Viewer,Welcome Series,9,0.303,0.096,27,True,85,Awareness,87.98
FAN027726,Converted Fan,Content Newsletter,8,0.395,0.055,39,True,82,Conversion,147.89
FAN027727,Converted Fan,Content Newsletter,9,0.29,0.021,24,True,81,Loyalty,95.09
FAN027728,New to Soccer,Merchandise Offer,11,0.317,0.119,8,True,54,Consideration,33.22
FAN027729,Converted Fan,Ticket Upsell,10,0.445,0.035,0,False,35,Consideration,100.35
FAN027730,Converted Fan,Merchandise Offer,10,0.283,0.128,3,False,80,Awareness,22.81
FAN027731,Casual Viewer,Re-engagement,6,0.288,0.064,33,False,68,Loyalty,39.67
FAN027732,Converted Fan,Content Newsletter,8,0.203,0.069,3,True,3,Consideration,51.02
FAN027733,New to Soccer,Ticket Upsell,7,0.351,0.155,18,True,85,Consideration,187.4
FAN027734,Casual Viewer,Content Newsletter,7,0.405,0.127,24,True,16,Consideration,45.18
FAN027735,Lapsed Fan,Merchandise Offer,6,0.484,0.172,38,False,52,Churned,194.68
FAN027736,Casual Viewer,Content Newsletter,4,0.425,0.15,2,True,73,Consideration,147.94
FAN027737,Lapsed Fan,Welcome Series,3,0.294,0.076,7,False,47,Loyalty,298.35
FAN027738,New to Soccer,Loyalty Reward,7,0.332,0.01,34,False,9,Churned,19.37
FAN027739,Lapsed Fan,Merchandise Offer,4,0.226,0.098,38,True,25,Churned,19.81
FAN027740,New to Soccer,Loyalty Reward,7,0.332,0.078,14,True,23,Awareness,77.39
FAN027741,Casual Viewer,Loyalty Reward,6,0.245,0.012,10,False,59,Consideration,0.85
FAN027742,New to Soccer,Merchandise Offer,4,0.304,0.127,4,False,3,Consideration,11.7
FAN027743,New to Soccer,Loyalty Reward,10,0.247,0.106,18,False,10,Conversion,100.33
FAN027744,Lapsed Fan,Ticket Upsell,7,0.364,0.11,15,False,53,Conversion,19.84
FAN027745,Casual Viewer,Ticket Upsell,6,0.135,0.171,36,False,81,Consideration,21.14
FAN027746,Casual Viewer,Ticket Upsell,2,0.241,0.065,43,True,10,Churned,170.73
FAN027747,Lapsed Fan,Re-engagement,11,0.455,0.049,18,False,8,Conversion,177.13
FAN027748,Casual Viewer,Ticket Upsell,3,0.392,0.01,17,False,51,Churned,112.83
FAN027749,Converted Fan,Re-engagement,9,0.05,0.162,3,False,85,Loyalty,97.91
FAN027750,New to Soccer,Re-engagement,5,0.499,0.056,37,False,58,Consideration,15.17
FAN027751,Lapsed Fan,Re-engagement,3,0.329,0.102,42,True,79,Awareness,453.72
FAN027752,Lapsed Fan,Ticket Upsell,3,0.294,0.01,23,False,84,Churned,35.19
FAN027753,Lapsed Fan,Merchandise Offer,8,0.101,0.064,38,False,32,Consideration,135.46
FAN027754,Lapsed Fan,Ticket Upsell,9,0.203,0.129,42,True,76,Awareness,15.36
FAN027755,Casual Viewer,Loyalty Reward,5,0.337,0.056,27,True,63,Churned,34.38
FAN027756,New to Soccer,Ticket Upsell,10,0.37,0.13,43,False,47,Churned,34.74
FAN027757,New to Soccer,Ticket Upsell,6,0.203,0.08,2,False,87,Consideration,147.99
FAN027758,Lapsed Fan,Welcome Series,5,0.178,0.01,37,True,27,Loyalty,4.45
FAN027759,Converted Fan,Welcome Series,2,0.468,0.166,2,True,62,Conversion,43.7
FAN027760,Lapsed Fan,Ticket Upsell,10,0.434,0.11,27,True,31,Consideration,5.0
FAN027761,Casual Viewer,Merchandise Offer,11,0.285,0.146,17,True,33,Churned,38.42
FAN027762,New to Soccer,Welcome Series,5,0.367,0.079,0,True,53,Churned,117.85
FAN027763,Lapsed Fan,Welcome Series,4,0.315,0.091,39,False,56,Conversion,148.72
FAN027764,Casual Viewer,Content Newsletter,5,0.268,0.078,38,False,89,Awareness,7.23
FAN027765,Casual Viewer,Re-engagement,3,0.167,0.17,25,True,85,Awareness,90.43
FAN027766,New to Soccer,Loyalty Reward,2,0.384,0.077,6,False,5,Conversion,41.5
FAN027767,Casual Viewer,Re-engagement,5,0.38,0.01,35,True,46,Loyalty,2.78
FAN027768,Casual Viewer,Ticket Upsell,8,0.212,0.018,28,False,84,Conversion,69.83
FAN027769,Casual Viewer,Merchandise Offer,10,0.244,0.16,25,False,55,Loyalty,90.46
FAN027770,Casual Viewer,Welcome Series,2,0.253,0.096,17,False,26,Awareness,74.98
FAN027771,New to Soccer,Merchandise Offer,10,0.346,0.139,9,False,28,Consideration,44.55
FAN027772,Converted Fan,Content Newsletter,7,0.381,0.143,41,False,7,Consideration,14.88
FAN027773,Lapsed Fan,Content Newsletter,8,0.492,0.067,4,False,9,Churned,113.44
FAN027774,New to Soccer,Merchandise Offer,5,0.465,0.085,25,True,6,Conversion,28.22
FAN027775,Lapsed Fan,Merchandise Offer,2,0.355,0.049,5,True,78,Consideration,458.09
FAN027776,Casual Viewer,Re-engagement,9,0.198,0.133,9,False,41,Loyalty,55.35
FAN027777,New to Soccer,Loyalty Reward,5,0.377,0.021,1,False,81,Conversion,83.89
FAN027778,Converted Fan,Welcome Series,10,0.337,0.042,13,True,42,Conversion,34.59
FAN027779,Lapsed Fan,Content Newsletter,10,0.37,0.146,35,True,27,Consideration,350.75
FAN027780,New to Soccer,Re-engagement,6,0.3,0.03,19,False,41,Conversion,71.53
FAN027781,Casual Viewer,Content Newsletter,8,0.302,0.113,0,False,25,Consideration,136.12
FAN027782,Converted Fan,Welcome Series,4,0.202,0.112,44,True,53,Conversion,20.28
FAN027783,Converted Fan,Loyalty Reward,2,0.187,0.136,23,True,44,Conversion,34.87
FAN027784,Lapsed Fan,Content Newsletter,7,0.427,0.153,3,True,62,Consideration,145.26
FAN027785,Casual Viewer,Merchandise Offer,1,0.324,0.115,31,True,18,Awareness,0.26
FAN027786,Casual Viewer,Ticket Upsell,3,0.508,0.058,31,False,67,Conversion,0.15
FAN027787,Converted Fan,Re-engagement,3,0.36,0.074,18,True,0,Awareness,29.21
FAN027788,Lapsed Fan,Loyalty Reward,3,0.135,0.01,28,True,56,Churned,140.91
FAN027789,Casual Viewer,Re-engagement,6,0.389,0.087,31,True,49,Loyalty,17.97
FAN027790,Casual Viewer,Ticket Upsell,4,0.254,0.144,13,False,60,Awareness,71.71
FAN027791,Converted Fan,Ticket Upsell,5,0.092,0.024,14,True,26,Awareness,68.92
FAN027792,New to Soccer,Loyalty Reward,8,0.188,0.111,5,False,56,Conversion,29.36
FAN027793,Lapsed Fan,Merchandise Offer,4,0.269,0.083,12,False,27,Awareness,153.12
FAN027794,Lapsed Fan,Ticket Upsell,6,0.284,0.073,20,False,34,Churned,56.74
FAN027795,Casual Viewer,Content Newsletter,7,0.311,0.128,7,False,6,Consideration,20.46
FAN027796,Converted Fan,Loyalty Reward,4,0.301,0.031,4,True,89,Conversion,7.08
FAN027797,Casual Viewer,Welcome Series,7,0.245,0.108,39,True,64,Awareness,89.02
FAN027798,Casual Viewer,Re-engagement,8,0.381,0.057,11,True,31,Loyalty,39.7
FAN027799,Converted Fan,Welcome Series,1,0.336,0.065,10,False,28,Awareness,59.77
FAN027800,Converted Fan,Ticket Upsell,3,0.159,0.066,22,True,11,Consideration,72.74
FAN027801,Casual Viewer,Ticket Upsell,2,0.377,0.114,12,False,62,Churned,29.62
FAN027802,Casual Viewer,Merchandise Offer,6,0.319,0.079,38,False,74,Loyalty,197.21
FAN027803,New to Soccer,Merchandise Offer,5,0.325,0.12,35,False,1,Awareness,9.61
FAN027804,Lapsed Fan,Welcome Series,9,0.172,0.054,42,False,76,Awareness,84.16
FAN027805,Lapsed Fan,Loyalty Reward,2,0.437,0.063,17,True,67,Loyalty,37.36
FAN027806,Casual Viewer,Ticket Upsell,8,0.385,0.061,15,True,26,Awareness,25.4
FAN027807,Casual Viewer,Content Newsletter,7,0.27,0.068,37,False,79,Loyalty,181.35
FAN027808,Casual Viewer,Loyalty Reward,7,0.145,0.01,29,True,81,Awareness,63.76
FAN027809,Casual Viewer,Merchandise Offer,5,0.58,0.036,13,False,26,Conversion,1.49
FAN027810,Lapsed Fan,Welcome Series,3,0.246,0.087,33,True,51,Awareness,133.28
FAN027811,Casual Viewer,Re-engagement,1,0.327,0.037,21,True,33,Consideration,7.94
FAN027812,Casual Viewer,Re-engagement,5,0.155,0.082,44,False,78,Consideration,49.82
FAN027813,Casual Viewer,Welcome Series,2,0.464,0.106,0,True,58,Awareness,70.89
FAN027814,Converted Fan,Ticket Upsell,11,0.349,0.152,38,True,50,Churned,283.15
FAN027815,Lapsed Fan,Welcome Series,2,0.263,0.034,11,False,10,Loyalty,34.02
FAN027816,Casual Viewer,Welcome Series,7,0.418,0.08,36,False,20,Awareness,105.33
FAN027817,Lapsed Fan,Ticket Upsell,8,0.25,0.148,43,True,15,Conversion,60.71
FAN027818,New to Soccer,Content Newsletter,4,0.495,0.058,35,True,30,Loyalty,45.52
FAN027819,Converted Fan,Content Newsletter,2,0.506,0.091,13,True,62,Consideration,3.3
FAN027820,New to Soccer,Loyalty Reward,2,0.403,0.085,9,True,0,Churned,2.01
FAN027821,Casual Viewer,Content Newsletter,5,0.394,0.09,40,False,75,Loyalty,79.45
FAN027822,Lapsed Fan,Content Newsletter,6,0.152,0.01,19,False,22,Consideration,30.76
FAN027823,Casual Viewer,Content Newsletter,5,0.189,0.078,7,True,75,Conversion,71.03
FAN027824,Lapsed Fan,Loyalty Reward,2,0.388,0.032,38,False,42,Loyalty,70.35
FAN027825,Casual Viewer,Content Newsletter,11,0.197,0.113,42,False,17,Churned,240.02
FAN027826,Lapsed Fan,Merchandise Offer,8,0.133,0.15,31,False,74,Loyalty,11.51
FAN027827,Casual Viewer,Merchandise Offer,6,0.218,0.012,36,True,48,Consideration,98.77
FAN027828,Casual Viewer,Welcome Series,10,0.292,0.044,22,True,52,Conversion,85.43
FAN027829,Casual Viewer,Re-engagement,7,0.368,0.106,27,False,88,Awareness,41.69
FAN027830,Lapsed Fan,Ticket Upsell,9,0.591,0.046,10,False,76,Loyalty,185.4
FAN027831,New to Soccer,Welcome Series,2,0.193,0.096,35,True,84,Loyalty,65.66
FAN027832,Converted Fan,Re-engagement,3,0.217,0.02,16,True,80,Consideration,44.56
FAN027833,Lapsed Fan,Welcome Series,8,0.245,0.071,43,False,34,Conversion,4.77
FAN027834,Casual Viewer,Content Newsletter,8,0.248,0.131,3,True,82,Awareness,7.27
FAN027835,New to Soccer,Welcome Series,11,0.681,0.117,16,True,70,Loyalty,116.44
FAN027836,Casual Viewer,Welcome Series,5,0.397,0.034,21,False,70,Conversion,129.68
FAN027837,Converted Fan,Merchandise Offer,11,0.511,0.018,31,False,75,Churned,139.71
FAN027838,New to Soccer,Re-engagement,4,0.355,0.128,37,True,16,Conversion,18.66
FAN027839,New to Soccer,Ticket Upsell,3,0.216,0.146,36,True,88,Awareness,192.52
FAN027840,New to Soccer,Re-engagement,5,0.05,0.143,1,True,38,Conversion,45.34
FAN027841,New to Soccer,Merchandise Offer,9,0.516,0.084,34,True,8,Consideration,15.61
FAN027842,Lapsed Fan,Re-engagement,9,0.299,0.127,11,False,4,Awareness,70.02
FAN027843,Lapsed Fan,Loyalty Reward,8,0.455,0.01,13,True,39,Awareness,58.29
FAN027844,Lapsed Fan,Ticket Upsell,5,0.327,0.106,17,True,7,Conversion,16.49
FAN027845,Casual Viewer,Loyalty Reward,10,0.253,0.121,30,False,63,Awareness,128.11
FAN027846,Casual Viewer,Ticket Upsell,8,0.309,0.074,21,False,22,Conversion,397.92
FAN027847,New to Soccer,Merchandise Offer,5,0.533,0.113,3,False,24,Loyalty,93.96
FAN027848,Lapsed Fan,Re-engagement,6,0.372,0.034,39,True,47,Consideration,79.1
FAN027849,Converted Fan,Re-engagement,2,0.429,0.09,14,True,22,Awareness,24.28
FAN027850,New to Soccer,Content Newsletter,11,0.382,0.071,15,True,46,Loyalty,130.54
FAN027851,Converted Fan,Re-engagement,4,0.266,0.151,23,False,9,Churned,129.39
FAN027852,Converted Fan,Ticket Upsell,10,0.337,0.074,40,True,89,Churned,71.52
FAN027853,Lapsed Fan,Loyalty Reward,7,0.397,0.092,21,False,30,Loyalty,138.31
FAN027854,Casual Viewer,Content Newsletter,10,0.407,0.01,44,True,15,Consideration,128.64
FAN027855,Lapsed Fan,Welcome Series,11,0.244,0.069,20,False,64,Conversion,117.68
FAN027856,Converted Fan,Ticket Upsell,3,0.234,0.08,28,True,15,Consideration,211.39
FAN027857,Lapsed Fan,Welcome Series,3,0.381,0.205,34,True,87,Conversion,36.48
FAN027858,Lapsed Fan,Welcome Series,5,0.246,0.01,31,False,33,Loyalty,6.17
FAN027859,Converted Fan,Re-engagement,7,0.11,0.101,34,True,48,Churned,80.65
FAN027860,Lapsed Fan,Loyalty Reward,2,0.364,0.125,30,True,2,Awareness,9.6
FAN027861,New to Soccer,Content Newsletter,2,0.071,0.077,12,False,66,Loyalty,4.13
FAN027862,New to Soccer,Merchandise Offer,3,0.373,0.031,2,True,11,Churned,201.47
FAN027863,Converted Fan,Re-engagement,8,0.31,0.087,44,True,64,Conversion,9.68
FAN027864,Converted Fan,Merchandise Offer,11,0.161,0.058,11,False,49,Loyalty,15.71
FAN027865,Converted Fan,Re-engagement,8,0.364,0.018,22,True,1,Conversion,47.84
FAN027866,Lapsed Fan,Welcome Series,5,0.227,0.046,31,True,26,Awareness,123.59
FAN027867,Casual Viewer,Loyalty Reward,2,0.552,0.1,10,True,48,Loyalty,25.18
FAN027868,New to Soccer,Re-engagement,4,0.232,0.01,13,True,6,Churned,31.94
FAN027869,Casual Viewer,Content Newsletter,5,0.465,0.045,44,True,15,Churned,35.62
FAN027870,Casual Viewer,Loyalty Reward,6,0.57,0.153,21,True,63,Loyalty,148.08
FAN027871,Converted Fan,Merchandise Offer,7,0.57,0.128,18,True,47,Awareness,109.57
FAN027872,Casual Viewer,Welcome Series,2,0.242,0.153,6,True,73,Awareness,46.81
FAN027873,Casual Viewer,Re-engagement,11,0.276,0.149,5,True,0,Consideration,131.89
FAN027874,New to Soccer,Welcome Series,9,0.355,0.094,36,False,16,Churned,96.42
FAN027875,Lapsed Fan,Re-engagement,2,0.241,0.089,2,True,36,Loyalty,13.15
FAN027876,Casual Viewer,Merchandise Offer,2,0.47,0.093,30,False,71,Conversion,53.68
FAN027877,Lapsed Fan,Merchandise Offer,8,0.379,0.074,23,False,41,Consideration,84.88
FAN027878,Converted Fan,Re-engagement,3,0.454,0.152,13,False,4,Loyalty,251.51
FAN027879,Casual Viewer,Ticket Upsell,10,0.322,0.073,7,True,26,Loyalty,240.04
FAN027880,Converted Fan,Merchandise Offer,5,0.426,0.147,35,True,42,Awareness,32.6
FAN027881,Converted Fan,Re-engagement,4,0.195,0.062,3,False,89,Loyalty,248.67
FAN027882,Casual Viewer,Welcome Series,9,0.63,0.094,8,True,6,Churned,48.0
FAN027883,Lapsed Fan,Ticket Upsell,1,0.361,0.135,34,False,44,Awareness,24.88
FAN027884,Casual Viewer,Loyalty Reward,1,0.212,0.107,18,True,79,Consideration,95.66
FAN027885,Lapsed Fan,Content Newsletter,10,0.377,0.01,7,False,85,Conversion,44.03
FAN027886,Lapsed Fan,Welcome Series,11,0.291,0.199,0,False,18,Conversion,20.46
FAN027887,New to Soccer,Content Newsletter,1,0.148,0.081,13,False,31,Churned,175.82
FAN027888,Casual Viewer,Content Newsletter,3,0.409,0.142,2,False,59,Awareness,38.28
FAN027889,Converted Fan,Welcome Series,10,0.302,0.116,39,True,83,Conversion,140.49
FAN027890,Lapsed Fan,Ticket Upsell,5,0.392,0.038,40,False,81,Loyalty,77.94
FAN027891,Casual Viewer,Re-engagement,1,0.693,0.086,8,True,46,Loyalty,107.82
FAN027892,Converted Fan,Re-engagement,1,0.353,0.155,26,True,35,Conversion,58.41
FAN027893,Lapsed Fan,Ticket Upsell,11,0.521,0.113,18,False,11,Loyalty,31.06
FAN027894,Converted Fan,Loyalty Reward,10,0.233,0.178,25,True,43,Consideration,68.54
FAN027895,Lapsed Fan,Ticket Upsell,1,0.403,0.06,21,False,18,Awareness,5.03
FAN027896,Casual Viewer,Merchandise Offer,4,0.453,0.123,41,True,27,Awareness,88.62
FAN027897,Converted Fan,Ticket Upsell,2,0.233,0.01,34,False,82,Consideration,91.01
FAN027898,Converted Fan,Welcome Series,5,0.367,0.173,24,True,26,Consideration,124.61
FAN027899,Lapsed Fan,Welcome Series,10,0.366,0.052,13,False,55,Loyalty,134.87
FAN027900,Converted Fan,Merchandise Offer,9,0.164,0.13,22,True,3,Consideration,151.51
FAN027901,Converted Fan,Re-engagement,7,0.489,0.063,13,False,76,Loyalty,2.38
FAN027902,Converted Fan,Ticket Upsell,1,0.453,0.039,11,False,78,Awareness,49.02
FAN027903,Lapsed Fan,Welcome Series,10,0.342,0.119,39,True,76,Churned,78.65
FAN027904,Casual Viewer,Ticket Upsell,6,0.254,0.042,1,True,46,Awareness,227.05
FAN027905,Converted Fan,Content Newsletter,2,0.335,0.119,44,False,25,Consideration,98.6
FAN027906,Converted Fan,Welcome Series,11,0.436,0.119,23,False,55,Consideration,75.78
FAN027907,Lapsed Fan,Re-engagement,6,0.32,0.16,41,True,27,Consideration,10.64
FAN027908,Lapsed Fan,Loyalty Reward,7,0.33,0.015,44,False,33,Conversion,6.05
FAN027909,Casual Viewer,Merchandise Offer,9,0.331,0.073,20,False,53,Churned,139.23
FAN027910,New to Soccer,Ticket Upsell,4,0.34,0.119,26,True,23,Conversion,521.82
FAN027911,Casual Viewer,Content Newsletter,2,0.274,0.068,21,False,8,Awareness,92.25
FAN027912,Lapsed Fan,Merchandise Offer,8,0.331,0.117,5,True,50,Churned,183.61
FAN027913,Converted Fan,Loyalty Reward,3,0.446,0.189,19,True,24,Conversion,50.59
FAN027914,Lapsed Fan,Merchandise Offer,2,0.618,0.048,0,True,26,Churned,5.49
FAN027915,Casual Viewer,Loyalty Reward,8,0.412,0.125,3,False,56,Awareness,47.83
FAN027916,Casual Viewer,Content Newsletter,4,0.14,0.138,22,True,57,Awareness,26.02
FAN027917,Converted Fan,Merchandise Offer,4,0.431,0.021,8,True,26,Conversion,323.93
FAN027918,New to Soccer,Loyalty Reward,1,0.084,0.114,26,False,37,Conversion,49.79
FAN027919,Casual Viewer,Ticket Upsell,3,0.229,0.123,15,True,85,Consideration,80.61
FAN027920,Converted Fan,Ticket Upsell,2,0.06,0.081,8,True,13,Loyalty,15.13
FAN027921,Converted Fan,Loyalty Reward,6,0.464,0.01,1,True,44,Churned,20.73
FAN027922,Casual Viewer,Merchandise Offer,3,0.342,0.101,34,False,25,Awareness,30.9
FAN027923,Casual Viewer,Loyalty Reward,8,0.576,0.093,3,False,23,Churned,70.67
FAN027924,New to Soccer,Merchandise Offer,3,0.398,0.143,21,True,29,Consideration,10.26
FAN027925,New to Soccer,Merchandise Offer,2,0.286,0.01,44,False,41,Loyalty,68.64
FAN027926,Casual Viewer,Ticket Upsell,1,0.211,0.09,1,False,51,Consideration,81.82
FAN027927,Converted Fan,Re-engagement,11,0.331,0.094,25,True,64,Consideration,7.09
FAN027928,Lapsed Fan,Welcome Series,7,0.277,0.081,12,False,86,Conversion,108.51
FAN027929,New to Soccer,Re-engagement,7,0.202,0.131,3,True,83,Conversion,136.78
FAN027930,Lapsed Fan,Content Newsletter,2,0.391,0.132,33,True,53,Consideration,92.73
FAN027931,Converted Fan,Merchandise Offer,1,0.463,0.052,10,False,46,Consideration,7.79
FAN027932,Converted Fan,Re-engagement,10,0.425,0.097,10,True,72,Consideration,71.5
FAN027933,Converted Fan,Re-engagement,8,0.261,0.15,37,True,64,Awareness,78.31
FAN027934,Lapsed Fan,Merchandise Offer,8,0.487,0.045,40,True,4,Conversion,166.83
FAN027935,New to Soccer,Loyalty Reward,8,0.437,0.099,28,False,14,Churned,167.45
FAN027936,Lapsed Fan,Re-engagement,8,0.321,0.135,14,True,36,Churned,6.73
FAN027937,New to Soccer,Loyalty Reward,4,0.471,0.066,37,False,51,Consideration,1.67
FAN027938,New to Soccer,Loyalty Reward,6,0.184,0.11,38,True,86,Awareness,15.02
FAN027939,Casual Viewer,Ticket Upsell,7,0.426,0.061,6,True,68,Consideration,71.01
FAN027940,Lapsed Fan,Ticket Upsell,10,0.422,0.132,27,False,60,Conversion,36.1
FAN027941,New to Soccer,Loyalty Reward,7,0.614,0.079,24,False,26,Conversion,205.69
FAN027942,Casual Viewer,Welcome Series,10,0.24,0.076,20,True,4,Consideration,50.58
FAN027943,Converted Fan,Content Newsletter,5,0.153,0.074,16,False,14,Awareness,43.85
FAN027944,Casual Viewer,Content Newsletter,7,0.277,0.15,27,True,54,Churned,23.92
FAN027945,Casual Viewer,Re-engagement,3,0.425,0.094,4,False,86,Conversion,48.91
FAN027946,Converted Fan,Loyalty Reward,11,0.162,0.094,12,True,67,Conversion,5.08
FAN027947,Casual Viewer,Re-engagement,6,0.602,0.03,37,False,85,Consideration,11.48
FAN027948,Casual Viewer,Ticket Upsell,5,0.202,0.142,40,True,55,Awareness,20.28
FAN027949,Lapsed Fan,Welcome Series,2,0.392,0.102,43,True,51,Consideration,158.55
FAN027950,New to Soccer,Content Newsletter,9,0.173,0.134,23,True,14,Loyalty,25.39
FAN027951,Converted Fan,Ticket Upsell,11,0.457,0.093,11,False,1,Conversion,2.38
FAN027952,Lapsed Fan,Loyalty Reward,5,0.205,0.129,43,True,61,Loyalty,166.39
FAN027953,New to Soccer,Loyalty Reward,6,0.347,0.074,36,False,65,Consideration,89.23
FAN027954,Lapsed Fan,Loyalty Reward,8,0.334,0.09,30,False,32,Loyalty,221.39
FAN027955,Casual Viewer,Welcome Series,4,0.097,0.075,41,True,46,Conversion,74.22
FAN027956,New to Soccer,Ticket Upsell,1,0.141,0.022,29,True,29,Churned,352.33
FAN027957,New to Soccer,Welcome Series,3,0.492,0.088,3,False,84,Churned,34.54
FAN027958,Casual Viewer,Re-engagement,3,0.169,0.094,9,False,45,Churned,6.67
FAN027959,Converted Fan,Merchandise Offer,7,0.235,0.032,16,False,33,Consideration,198.29
FAN027960,Casual Viewer,Merchandise Offer,5,0.22,0.01,37,True,45,Conversion,130.2
FAN027961,Converted Fan,Welcome Series,9,0.3,0.094,44,False,36,Consideration,125.28
FAN027962,New to Soccer,Re-engagement,2,0.325,0.032,33,False,5,Loyalty,218.94
FAN027963,Casual Viewer,Ticket Upsell,7,0.327,0.094,28,False,36,Churned,38.5
FAN027964,Casual Viewer,Ticket Upsell,9,0.373,0.122,6,True,64,Loyalty,292.91
FAN027965,Casual Viewer,Merchandise Offer,8,0.11,0.022,6,True,8,Conversion,63.52
FAN027966,Converted Fan,Re-engagement,2,0.492,0.034,26,False,36,Churned,219.32
FAN027967,Converted Fan,Content Newsletter,4,0.478,0.098,0,False,13,Consideration,145.95
FAN027968,Converted Fan,Welcome Series,8,0.444,0.053,36,True,4,Churned,105.06
FAN027969,Casual Viewer,Content Newsletter,11,0.153,0.062,19,False,52,Conversion,15.03
FAN027970,Casual Viewer,Merchandise Offer,1,0.358,0.137,31,False,34,Awareness,92.05
FAN027971,Lapsed Fan,Loyalty Reward,2,0.382,0.151,10,False,76,Conversion,36.61
FAN027972,New to Soccer,Re-engagement,6,0.549,0.109,37,False,38,Conversion,32.5
FAN027973,Casual Viewer,Content Newsletter,7,0.407,0.225,16,False,68,Awareness,150.04
FAN027974,Casual Viewer,Content Newsletter,6,0.268,0.107,31,False,76,Loyalty,32.37
FAN027975,Casual Viewer,Loyalty Reward,7,0.412,0.044,26,True,70,Churned,17.03
FAN027976,Casual Viewer,Merchandise Offer,3,0.167,0.115,23,False,7,Loyalty,73.57
FAN027977,Converted Fan,Welcome Series,1,0.348,0.046,5,False,61,Churned,333.69
FAN027978,New to Soccer,Re-engagement,1,0.325,0.12,18,False,66,Loyalty,45.36
FAN027979,Converted Fan,Content Newsletter,3,0.259,0.126,11,False,59,Consideration,148.98
FAN027980,Casual Viewer,Ticket Upsell,4,0.523,0.134,21,True,45,Awareness,34.71
FAN027981,Casual Viewer,Loyalty Reward,6,0.421,0.036,25,True,55,Consideration,74.97
FAN027982,Converted Fan,Loyalty Reward,9,0.278,0.19,33,True,7,Awareness,59.6
FAN027983,Converted Fan,Merchandise Offer,10,0.319,0.065,41,False,65,Loyalty,140.59
FAN027984,New to Soccer,Merchandise Offer,5,0.421,0.02,33,True,39,Loyalty,70.63
FAN027985,Converted Fan,Merchandise Offer,3,0.296,0.122,26,True,26,Consideration,15.43
FAN027986,New to Soccer,Content Newsletter,1,0.381,0.13,36,False,63,Awareness,201.5
FAN027987,New to Soccer,Re-engagement,9,0.216,0.116,8,True,84,Loyalty,44.23
